Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-December-2013,1137.40,1140.10,1092.90,1100.25,1105.996515753075462078,378561,17071,418687147.00,125177,33.07,47.20,-37.15
9-December-2013,1118.00,1152.40,1118.00,1146.10,1142.099336750629260137,816435,43888,932449872.00,451537,55.31,34.40,28.10
6-December-2013,1080.30,1099.05,1080.00,1096.55,1092.129430291094000696,235594,13248,257299141.00,79262,33.64,19.05,16.25
5-December-2013,1060.10,1089.50,1060.10,1086.65,1081.584205315535223529,468664,17037,506899580.00,179029,38.20,29.40,26.55
4-December-2013,1047.70,1053.45,1033.50,1040.00,1040.123488071120042374,183127,11465,190474694.00,56355,30.77,19.95,-7.70
3-December-2013,1064.00,1081.80,1053.00,1054.80,1064.867383747622483111,274446,13864,292248594.00,88808,32.36,28.80,-9.20
2-December-2013,1042.20,1070.00,1042.20,1066.55,1061.878809998224466846,253445,12925,269127875.00,78205,30.86,27.80,24.35
29-November-2013,1024.50,1047.00,1016.15,1043.35,1035.013840481560028635,297533,17808,307950773.00,117058,39.34,30.85,18.85
28-November-2013,1009.30,1028.25,1009.30,1023.40,1022.489027962290122765,249908,12468,255528188.00,112088,44.85,18.95,14.10
27-November-2013,1002.20,1010.00,988.60,1006.60,1001.488829593561324471,184013,9185,184286964.00,44598,24.24,21.40,4.40
26-November-2013,999.00,1016.00,996.00,1001.85,1006.196631127987926585,267033,12219,268687705.00,67246,25.18,20.00,2.85
25-November-2013,971.30,1004.60,971.00,1002.25,995.257202268025767173,466485,21300,464272556.00,228601,49.01,33.60,30.95
22-November-2013,956.00,970.75,948.35,964.00,959.308088521699911847,195116,9326,187176357.00,44112,22.61,22.40,8.00
21-November-2013,969.70,976.90,946.45,948.35,956.771491328693908418,235374,13588,225199133.00,91146,38.72,30.45,-21.35
20-November-2013,993.00,993.00,973.00,976.25,982.042278408010258235,162991,9713,160064053.00,46626,28.61,20.00,-16.75
19-November-2013,978.60,995.70,978.00,993.85,990.740514554654082495,317012,16640,314076632.00,116609,36.78,17.70,15.25
18-November-2013,952.30,979.00,952.00,976.10,968.947034759709512163,319738,13540,309809187.00,107053,33.48,27.00,23.80
14-November-2013,926.35,961.00,926.35,939.45,948.487567197535587009,298002,14466,282651192.00,81682,27.41,34.65,13.10
13-November-2013,923.50,933.00,912.30,919.25,920.595714814967274523,242930,12461,223640317.00,40528,16.68,20.70,-4.25
12-November-2013,945.00,959.85,923.25,928.80,942.834597922075647654,228401,11470,215344365.00,62550,27.39,36.60,-16.20
11-November-2013,965.00,970.00,938.20,943.60,949.052635074900802321,286045,14254,271471761.00,79272,27.71,31.80,-21.40
8-November-2013,954.80,977.00,945.00,973.55,961.789250081779522407,244560,11970,235215179.00,44920,18.37,32.00,18.75
7-November-2013,960.00,984.40,954.15,956.00,967.936008853050200818,258442,12718,250155318.00,42495,16.44,30.25,-4.00
6-November-2013,968.00,978.95,961.00,962.50,968.050199190387457431,124504,6404,120526122.00,27500,22.09,17.95,-5.50
5-November-2013,967.05,980.40,964.00,968.60,971.143367802186372668,182677,8129,177405557.00,38397,21.02,16.40,1.55
3-November-2013,984.30,990.00,974.15,979.25,983.191556206304725150,103129,5652,101395562.00,44185,42.84,15.85,-5.05
1-November-2013,972.00,985.90,971.00,981.80,978.686241901749732183,294045,11126,287777796.00,104628,35.58,14.90,9.80
31-October-2013,965.00,984.65,963.90,972.55,976.516369814957268569,236594,11570,231037914.00,65902,27.85,20.75,7.55
30-October-2013,975.00,979.90,966.10,969.40,971.394157375214802381,200184,9681,194457568.00,41263,20.61,13.80,-5.60
29-October-2013,962.00,979.90,941.75,977.40,964.630688248150590457,347273,16921,334990193.00,75621,21.78,38.15,15.40
28-October-2013,949.00,975.50,948.50,965.40,967.038700799209611686,283405,15581,274063603.00,92835,32.76,27.00,16.40
25-October-2013,955.00,959.00,936.50,947.45,946.147263463903446401,301677,15964,285430868.00,75791,25.12,22.50,-7.55
24-October-2013,947.00,972.25,944.00,964.60,961.128225088729479632,466305,29032,448178897.00,122650,26.30,28.25,17.60
23-October-2013,935.00,949.90,925.50,947.30,937.224770335913286853,359438,17118,336874197.00,70012,19.48,24.40,12.30
22-October-2013,921.30,939.00,916.25,934.70,928.823248779092954482,398679,18679,370302324.00,89172,22.37,22.75,13.40
21-October-2013,885.00,928.80,885.00,925.15,914.340527241765375532,1062890,48965,971843403.00,273068,25.69,43.80,40.15
18-October-2013,837.20,879.90,828.00,872.35,859.792838092117468203,830114,41799,713726072.00,171335,20.64,51.90,35.15
17-October-2013,865.00,868.00,835.10,837.25,847.180901078988551190,303525,21107,257140583.00,106233,35.00,32.90,-27.75
15-October-2013,882.55,889.50,859.95,869.70,873.613503815492984416,211244,10780,184545611.00,34924,16.53,29.55,-12.85
14-October-2013,880.00,893.85,873.75,876.30,883.528699692404326661,216518,11625,191299867.00,56991,26.32,20.10,-3.70
11-October-2013,856.55,885.00,850.15,881.95,871.453161709828137939,489055,24715,426188526.00,172869,35.35,34.85,25.40
10-October-2013,845.20,855.00,841.60,845.95,847.694710378999371501,205251,11194,173990187.00,53145,25.89,13.40,0.75
9-October-2013,818.00,848.80,817.00,844.95,838.563996602073570677,287234,15421,240864091.00,92181,32.09,31.80,26.95
8-October-2013,820.30,834.90,818.65,828.10,829.710819469151963362,268137,13100,222476170.00,74214,27.68,16.25,7.80
7-October-2013,820.10,821.45,801.20,808.85,808.481109612262829034,306161,14213,247525385.00,80484,26.29,20.25,-11.25
4-October-2013,824.00,835.05,816.30,820.05,825.169802669354472263,242081,11810,199757931.00,46608,19.25,18.75,-3.95
3-October-2013,808.80,830.00,805.25,828.10,819.022964183568286415,275516,13695,225653931.00,83814,30.42,24.75,19.30
1-October-2013,790.00,803.90,777.10,800.00,794.855321872581706673,276538,15519,219807701.00,45420,16.42,26.80,10.00
30-September-2013,811.00,812.50,784.25,788.60,794.521720360635517312,340510,19050,270542591.00,133688,39.26,28.25,-22.40
27-September-2013,839.00,843.70,815.00,817.45,826.810851203861130916,218796,10861,180902907.00,60155,27.49,28.70,-21.55
26-September-2013,827.80,843.90,827.30,830.15,835.895341005593135962,204894,10222,171269940.00,34824,17.00,16.60,2.35
25-September-2013,829.90,840.00,817.20,831.60,829.411824870035057029,283538,12448,235169770.00,56950,20.09,22.80,1.70
24-September-2013,807.00,831.60,801.25,826.20,823.686994461852364643,219568,12348,180855306.00,46603,21.22,30.35,19.20
23-September-2013,833.00,850.20,807.55,811.45,822.806357435197817189,329850,18464,271402677.00,130848,39.67,42.65,-21.55
20-September-2013,880.00,885.70,834.00,847.00,849.459833204202975511,459484,20875,390313202.00,104204,22.68,51.70,-33.00
19-September-2013,861.35,898.00,856.50,888.15,876.200388503029143093,559069,31080,489856475.00,258810,46.29,41.50,26.80
18-September-2013,823.05,845.00,820.00,835.80,830.541406659102810263,183328,9258,152261495.00,42984,23.45,25.00,12.75
17-September-2013,827.90,833.90,816.00,821.95,821.977148910411622276,145376,7872,119495750.00,23067,15.87,17.90,-5.95
16-September-2013,848.00,862.00,824.40,828.60,843.332028512873467538,379618,16124,320144018.00,68058,17.93,37.60,-19.40
13-September-2013,816.00,836.00,810.00,833.65,830.207909400984317166,344198,16002,285755902.00,77793,22.60,26.00,17.65
12-September-2013,825.00,829.85,808.90,813.70,818.947375032327188088,270670,11483,221664486.00,48144,17.79,20.95,-11.30
11-September-2013,807.75,831.90,795.00,816.50,819.373802081941958521,561495,22895,460074293.00,142072,25.30,36.90,8.75
10-September-2013,770.00,810.95,767.00,807.20,796.643924539766042894,645161,30427,513963591.00,225920,35.02,43.95,37.20
6-September-2013,732.20,761.50,729.60,753.65,747.088340343007074541,596081,26876,445325165.00,184798,31.00,31.90,21.45
5-September-2013,718.00,729.90,718.00,727.60,724.989240772649509645,325581,15162,236042722.00,128125,39.35,11.90,9.60
4-September-2013,700.00,712.50,687.60,699.05,700.437234642574144368,577994,33034,404848519.00,143316,24.80,24.90,-0.95
3-September-2013,735.00,737.05,691.10,694.55,713.654888700099184344,477898,22609,341054244.00,166997,34.94,45.95,-40.45
2-September-2013,730.00,734.00,724.10,727.40,728.475371696411489792,292712,13570,213233483.00,103530,35.37,9.90,-2.60
30-August-2013,723.00,732.75,710.00,722.25,723.860041888038243542,338044,15492,244696544.00,65691,19.43,22.75,-0.75
29-August-2013,714.25,732.50,714.25,722.15,725.479276667175339539,327650,18988,237703285.00,81664,24.92,18.25,7.90
28-August-2013,697.70,714.40,678.10,704.75,695.849582200182181109,608186,30129,423205974.00,169485,27.87,36.30,7.05
