Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-March-2025,2340.30,2362.70,2322.35,2337.70,2342.650374973103748681,190547,12229,446385001.00,106127,55.70,40.35,-2.60
27-March-2025,2305.30,2348.90,2290.40,2338.20,2326.215488247387518829,105551,8980,245534371.00,61323,58.10,58.50,32.90
26-March-2025,2335.00,2340.65,2303.95,2326.20,2320.749018963960265988,121810,6227,282690438.00,91829,75.39,36.70,-8.80
25-March-2025,2325.00,2338.00,2309.70,2330.35,2324.024642622166397511,117033,10113,271987576.00,75463,64.48,28.30,5.35
24-March-2025,2300.30,2329.00,2300.30,2322.00,2319.021236890808143121,64840,8844,150365337.00,47254,72.88,28.70,21.70
21-March-2025,2288.10,2315.00,2277.50,2300.25,2305.556514530914764969,61524,4081,141847059.00,45254,73.56,37.50,12.15
20-March-2025,2294.95,2306.85,2270.00,2287.00,2288.931315318708219565,21242,2656,48621479.00,7497,35.29,36.85,-7.95
19-March-2025,2283.95,2287.45,2267.15,2279.90,2276.983462108968540370,45169,2701,102849066.00,33077,73.23,20.30,-4.05
18-March-2025,2230.00,2289.75,2222.20,2273.60,2263.883109678386685658,66695,7082,150989684.00,36742,55.09,67.55,43.60
17-March-2025,2224.95,2235.75,2197.00,2219.80,2212.766536163198021842,24265,2755,53692780.00,16425,67.69,38.75,-5.15
13-March-2025,2267.45,2267.45,2224.25,2230.95,2242.274715153169134202,29314,5972,65730041.00,12705,43.34,43.20,-36.50
12-March-2025,2286.70,2294.10,2247.65,2251.00,2262.458804704825534065,71246,2660,161191140.00,60239,84.55,46.45,-35.70
11-March-2025,2270.05,2290.80,2256.95,2286.70,2281.823735573146413680,82745,7998,188809505.00,40642,49.12,33.85,16.65
10-March-2025,2274.80,2292.00,2262.75,2279.30,2283.540112479632776775,114154,6838,260675238.00,95749,83.88,29.25,4.50
7-March-2025,2274.95,2277.65,2248.10,2269.05,2264.074508821529542282,27943,3191,63265034.00,9105,32.58,29.55,-5.90
6-March-2025,2192.95,2274.85,2186.00,2267.10,2241.468677714482996720,115860,12521,259696561.00,42688,36.84,88.85,74.15
5-March-2025,2132.00,2182.70,2125.00,2165.25,2159.428605230778938069,63394,7220,136894817.00,29598,46.69,57.70,33.25
4-March-2025,2166.35,2166.35,2125.00,2132.35,2143.362854593563473017,195012,22759,417981477.00,155820,79.90,41.35,-34.00
3-March-2025,2180.00,2194.00,2128.05,2168.40,2160.329471746014032836,143378,12026,309743719.00,98723,68.86,65.95,-11.60
